requirement,requirement_detail,product_id
Urinal," Urinal aus Sanitärkeramik - Wandhängend - Mit Spülrand - Verdeckte Befestigung - Geruchsverschluss verdeckt - mit Befestigungssystem - Zugelassen für Wassersparendes 0,5 Liter Spülvolumen - geschlossene Seitenflächen Technische Eigenschaften - Farbe: weiß - Werkstoff: Sanitärkeramik - Breite: ca. 32,5 cm - Höhe: ca. 58 cm - Tiefe: ca. 30 cm - Zulauf: hinten - Abgang: nach hinten zusätzlicher Lieferumfang - Befestigungsmaterial Fabrikat der Planung: Geberit Renova Plan Urinal mit Infrarotsteuerung Netzversion, Zulauf von hinten, Abgang nach hinten oder gleichwertig.",0051130000
Tiefspül-WC wandhängend," Tiefspül-WC DIN EN 997, aus Sanitärporzellan, glasiert, Farbton weiß, abgerundet, spülrandfrei, wandhängend, Ausladung über 500 bis 600 mm, Abgang waagerecht, Befestigung an Installationselement, einschl. Verfüllen der Fugen, mit elastischem Dichtstoff DIN EN 1565 1-3, Basis Silicon, Fugenbreite 5 mm.",2570090000
Waschtisch 60 x 46 cm," Duravit Waschtisch D-Code aus Sanitärkeramik, 600x460x175mm mit Überlauf, mit Hahnlochbank Bestellnummer: 2310600000 Farbe: 00 Weiss Ausführung: 1 Hahnloch EAN: 4021534344053  einschl. Bemusterung vor Bestellung einschl. Lieferung von Zahnband o. Dämmunterlage einschl. Befestigungsmaterial für Trockenbauwand einschl. Abdichtung mit Sanitärsilikon  Fabrikat/Typ: Duravit/D-Code  liefern und montieren  oder gleichwertig",2310600000
 Urinal," Urinal, Zulauf von hinten, Abgang nach hinten  Abmessungen: Breite : 325 mm Tiefe : 300 mm Höhe : 580 mm EN 13407 CL1 - I - 1C Farbe : weiß(alpin) Material : Sanitärporzellan eckige Form Gewicht : 14,8 kg",0829300000
Duschbadewanne Duravit Shower+Bath 170x75," Duschbadewanne Duravit Shower+Bath 170x75 Ausführung Links oder rechts   Duravit Badewanne mit Tür Nische Shower + Bath aus DuraSolid A 750x1700 x510 mm, Rechteckig, Innenfarbe Weiß, Matt, Aussenfarbe Weiß, Matt, Matt, mit Überlauf, Inkl. Fußgestell, Inkl. Bedienungsanleitung, Inkl. Gestell für Verkleidung, Inkl. Montageanleitung, Inkl. montierte Tür, Inkl. Pflegeanleitung, Inkl. Wannenverkleidung, Inkl. Duschabtrennung Bestellnummer: 700454000000000, Farbe: Weiß Matt, Ausführung: Badewanne mit Tür  liefern, einbringen und montieren",700454000000000
" Vero Waschrinne geschliffen, 1200 mm, zwei Hahnlöcher"," Vero Waschrinne  aus Sanitärkeramik, 1200 mm, aus Sanitärkeramik mit Hahnlochbank mit zwei Hahnlöchern im Abstand von 565mm,  Bestigung inklusive, Unterseite geschliffen für Konsolenmontage, Abmessungen(BxTxH) 1200x470x175mm , Farbe weiss, mit Überlauf und zwei Hahnlöchern  Montagehinweis: Zur Befestigung von Waschtischen ab der Größe 1000 mm werden zwei Befestigungen mit der Artikelnr. #6951000000 benötigt, In Verbindung mit 2 Einhebelmischern empfohlen, In Verbindung mit Kniehebelventil sowie Push-open Ventil bitte Durchflussleistung von max. 7,5 l/min/Armatur nicht überschreiten, Achtung unterschiedliche Montagehöhen, die Montagehöhen müssen der Planung entnommen und mit dem Bauherren vor Ort abgestimmt werden.  Fabrikat der Planung:    Duravit Typ der Planung: Vero Waschtisch, 1200 mm Artikel:    0454120026 oder gleichwertiger Art, Gewähltes Fabrikat: '....................' Gewählter Typ:  '....................'  liefern und betriebsfertig montieren",0454120026
 Waschtischanlage bestehend aus:," Waschtischanlage bestehend aus:  1 Waschtisch Duravit Vero 600 x 470 mm 1 Einhand-Waschtischbatterie Grohe Concetto 1/2""   Ausladung 101 mm, mit Temperaturbegrenzer   mit Zugknopf-Ab- und Überlaufgarnitur 2 Eckventil 1/2"" 1 Röhrengeruchverschluß verchromt 1 1/4""  liefern und montieren",0454600000
" Duravit Klapprost für Ausgussbecken 031348, chrom"," Duravit Klapprost für Ausgussbecken 031348, Bestellnummer: 0050011000 Farbe: 10 Chrom EAN: 4021534279577  liefern und montieren Hersteller/Typ Duravit /   Art. Nr.: 0050011000 oder gleichwertig, Hersteller/Typ' ....................................................' vom Bieter einzutragen.",0050011000
"Wand-WC 4,5 / 6,0 l"," Tiefspül-WC, 4,5/6 l, CE, EN 997 - CL1 - 5/6A - 6C, EN 33 aus Sanitärporzellan, CE-gekennzeichnet, wandhängend, außen eckig, mit glasiertem Spülrand, mit Kunststoffspül-verteiler für gleichbleibendes Spülbild, für Wandeinbauspül- kasten, Farbton/Oberfläche weiss alpin, Größe: Breite: ca. 360 mm, Ausladung: ca. 540 mm, Höhe: ca. 340 mm Spülwasserbedarf in Liter 4,5 / 6,0 Gewicht: ca. 16,2 kg Abstand der WC-Sitzbefestigungslöcher 155 mm Befestigung: Gewindestangen M 12 x 150 Zulauf: von hinten Abgang: waagerecht Befestigung an Registerelement oder Traggerüst, bzw. mit Schrauben direkt an der Wand, einschl. Schallschutzset, Einschl. Befestigungs- und Dichtungsmaterial liefern und montieren.",2535090000
Duravit Behinderten-Tiefspül-WC," Wand-Tiefspül-WC barrierefrei, weiß aus Sanitärkeramik, Spülmenge 6 l, spülrandlos, für Wandeinbauspülkasten Abmessungen:  360x700x320 mm Farbe:  weiß Oberfläche:  WonderGliss Fabrikat:  Duravit Typ:  Starck 3 Vital",22030900001
 Handwaschtisch aus Sanitärkeramik," Handwaschtisch aus Sanitärkeramik, mit Überlauf, mit Hahnlochbank einschl. Befestigung liefern und montieren 1 Fertigbauset DN 32, mit Abdeckplatte, Abgangsbogen und Überwurfmutter, verchromt 2 Eckventil DN 15, mit Rosette, verchromt 1 Ablaufventil DN 32 mit Siebplatte Farbe: weiß Größe: 550 x 440x170 mm  Ausführung wie Hersteller/Type: Duravit / DuraStyle Bestellnummer: 2319550000 EAN: 4021534850981 oder gleichwertiger Art  Angebotener Hersteller/Type:  .......................................... (vom Bieter einzutragen)",2319550000
"Handwaschbecken DuraSquare 450x350x145 mm, weiss"," Produktmerkmale Keramik, die sich durch extrahohe Schlagfestigkeit auszeichnet (DuraCeram®). Inklusive nicht verschließbaren Ablaufventils mit keramischer Abdeckung in Beckenfarbe. Ablaufventil ohne Staufunktion, lässt das Wasser immer ablaufen. Für 1-Loch-Armaturen geeignet, Hahnloch durchgestochen. Besonders leichte Reinigung durch schmutzabweisende Oberfläche (WonderGliss). Geschliffen, daher für die Montage auf Konsolen oder Waschtischunterschränken mit Konsole geeignet Alternativ: ungeschliffen, von unten glassiert, zur Montage ohne Konsole, direkt an Wand Farbe:                                           weiß Außenmaße (BxTxH):                      450x350x145 mm Fabrikat:                                        Duravit Typ:                                               Square Artikelnr.:                                        0732450041",07324500411
 DURAVIT Starck 3 Waschtisch 550x450," Duravit Waschtisch Starck 3 aus Sanitärkeramik, 550x450x190mm mit Überlauf, mit Hahnlochbank Ausführung: 1 Hahnloch  Liefern und montieren  gepl. Fabrikat: Duravit  gepl. Typ:  Starck 3  oder gleichwertig  gew. Fabrikat: ............. gew. Typ : ............. ",0300550000
 Wand-Tiefspül-WC D-Code 54.5x35.5cm NEU weiss Duravit," Wand-Tiefspül-WC D-Code 54.5x35.5cm NEU weiss Duravit  Duravit Wand-WC D-Code Tiefspüler aus Sanitärkeramik 355x545x340mm, für 4,5 Liter Spülwasser Bestellnummer: ............................. Farbe: 00 Weiß  einschl. liefern und montieren  gewähltes Fabrikat:.................................... ..........",0067310099
Zulage Wannenträger 80x80," Wannenträger aus Polystyrol als Zulage für vorstehende Duschwanne, Abmessungen: 80x80x13cm Fabrikat: Duravit Duschwannenträger ",791477000000000
Behinderten-Waschtisch, Behindertenwaschtisch Fabrikat       Duravit Typ       D-Code Farbe          weiß Größe          600x550 inkl. Ab- und Überlaufgarnitur und Waschtisch-Befestigungen,2312600000
"Wand-WC Duravit Starck, mit Spülrand, ohne Wondergliss, inkl. WC Sitz"," Wand-WC Duravit Starck, mit Spülrand, ohne Wondergliss , inkl. WC Sitz Artikelnummer 2528090000 WC Anlage Artikelnummer 0020090000 WC Sitz Tiefspül- Wand WC-Set, Farbe weiß  bestehd aus: -Tiefspül Wand-WC aus Sanitärkeramik - ohne Wonderglis Beschichtung - mit Spülrand - WC-Sitz mit Deckel -mit Absenkautomatik + abnehmbar  inkl. Befestigungsmaterial liefern und montieren",0020090000
 Duravit Wannenanker D-Code (3 Stück)," Duravit Wannenanker D-Code (3 Stück) Wannenanker , zur Befestigung und Unterstützung von D-Code/D-Neo/Duravit No.1 Badewannen und D-Code Duschwannen an der Wand, 3 Stück",790125000000000
 Waschbecken wandhängend Sanitärporzellan Einlocharmatur unterfahrbar B 650-700mm Ausladung 450-500mm," Waschbecken DIN EN 31 (wandhängend), Beckeninnenform rechteckig, aus Sanitärporzellan, Farbton weiß, glasiert, hochglatt, mit Loch für Einlocharmatur, mit Überlauf, an der Vorderseite, für Ablaufventil, unterfahrbar DIN 18040, Breite über 650 bis 700 mm, Ausladung über 450 bis 500 mm, Befestigung an Installationselement, mit Schallschutz DIN 4109, Hersteller/Typ ' Duravit / Starck3' oder gleichwertig, Hersteller/Typ ' ....................................................' vom Bieter einzutragen.",03097000001
Urinal Bill weiß Duravit," Urinal Bill weiß Duravit Duravit Urinal Bill aus Sanitärkeramik, 345x350x500mm Zulauf von hinten, absaugend",0851350000
DU Waschtisch ME by Starck 600 mm," DU Waschtisch ME by Starck 600 mm mit ÜL, mit HLB, 1 HL, weiß Duravit Waschtisch ME by Starck aus Sanitärkeramik, 600x460x180mm mit Überlauf, mit Hahnlochbank Unterseite glasiert Bestellnummer: 2335600000 Farbe: 00 Weiß Ausführung: 1 Hahnloch",2335600000
WC-Sitz mit Deckel," WC-Sitz mit Deckel runder Bauform, passend zum WC-Becken, Scharniere aus Edelstahl, höhenverstellbar, Material Duroplast, Farbe weiß B x T: ca. 36 cm x 47 cm",0020710000
 Poresta-Wannenträger ohne Untertritt, Poresta-Wannenträger ohne Untertritt zum Einbau der vorstehenden Badewannen  Fabrikat:    Duravit Seriennr.    791474000000000 kpl. liefern und montieren,791474000000000
 D-CODE Wand-Tiefspül-WC -Neu- weiß, D-CODE Wand-Tiefspül-WC -Neu- weiß,2535090000
 Waschtischanlage bestehend aus:," Waschtischanlage bestehend aus:  1 Waschtisch Duravit Vero 800 x 470 mm 1 Einhand-Waschtischbatterie Grohe Concetto 1/2""   Ausladung 101 mm, mit Temperaturbegrenzer   mit Zugknopf-Ab- und Überlaufgarnitur 2 Eckventil 1/2"" 1 Röhrengeruchverschluß verchromt 1 1/4""  liefern und montieren",0454800000
" Wand-Tiefspül-WC Happy D.2 54x36,5cm weiß o.Spülrand"," Wand-Tiefspül-WC einschl. Schallschutzset und Befestigungssatz, mit weißem Silikon dauerelastisch versetzen und Anschluss ausfugen Größe:               540x365x335mm Farbe:               weiss Fabrikat:              Duravit Serie:      Wand-WC Happy D.2 Liefern und montieren",2222090000
Urinal aus Sanitärkeramik," Urinal aus Sanit ä rkeramik mit patentierter Duravit Rimless ® Sp ü ltechnologie, optimale Sp ü lwirkung mit 0,5 Liter, Zulauf von hinten, absaugend, f ü r Siphon Abgang waagrecht (verdeckt) Ø 50mm, Befestigung inklusive. Abmessungen(BxTxH) 300x350x580mm mit Zielpunkt Fliege Farbe: 00 weiss Fabrikat:         Duravit Typ:               ME by Starck   oder gleichwertig @61 Textergänzungen des Bieters Angebotenes Fabrikat: .............................  @62 Textergänzungen des Bieters Angebotener  Typ: .............................  Bietereintrag",2809300000
"Handwaschbecken 50x38cm aus Sanitärporzell.,"," Handwaschbecken 50x38cm aus Sanitärporzellan, wandhäng- end, für Montage von Einloch-Mischbatterie zur Montage an Trockenbaugestell.  Mit Befestigungsmaterial und der stabilen Anbringung an der Wand. Farbe: weiss  Fabrikat/Typ: Keramag/ Renova Nr.1    oder gleichw.  Fabrikat/Typ: ...................................",0705450000
"Wand-WC Duravit Starck 3, Spülrandlos, mit Wondergliss, inkl. WC Sitz"," Wand-WC Duravit Starck 3, Spülrandlos, mit Wondergliss inkl. WC Sitz Artikelnummer 452909 WC Anlage Artikelnummer 002009 WC Sitz Tiefspül- Wand WC-Set, Farbe weiß  bestehd aus: -Tiefspül Wand-WC aus Sanitärkeramik - mit Wonderglis Beschichtung - Spülrandlos - WC-Sitz mit Deckel -mit Absenkautomatik + abnehmbar  inkl. Befestigungsmaterial liefern und montieren",45290900A1
Waschtisch barrierefrei," Waschtisch barrierefrei aus Sanit ä rkeramik, 600x545x160mm mit Ü berlauf, mit Hahnlochbank Farbe: 00 weiss Fabrikat:         Duravit Typ:               Starck 3 Vital oder gleichwertig @61 Textergänzungen des Bieters Angebotenes Fabrikat: .............................  @62 Textergänzungen des Bieters Angebotener  Typ: .............................  Bietereintrag",0309600000
" Option : WC - Sitz, Kunststoff -Thermoplast"," Option: WC - Sitz für bodenstehendes WC Ausführung : mit Deckel, aus Thermoplast-Massiv-WC-Sitz                       geprüft nach DIN 19516,                       Scharniere aus Edelstahl, verdeckt                       und Befestigungsschrauben in Edelstahl,                       einschl.Paßhülsen für Schraublöcher, passend                       zum Sitz, einschl. selbstsichernde Muttern aus                       Edelstahl - keine Schnellschlußschrauben !                       mit Befestigungselementen,  Farbton    :     weiß  Fabrikat:............................................ Typ:...................................................  einschl. Demontage , Abtransport , Entsorgung des vorhandenen WC-Sitz mit komplettem Zubehör  liefern und einbauen",0067310000
WC-Sitz mit Deckel für Wand-WC," WC-Sitz mit Deckel, weiss, passend zum vorgenannten WC, mit Edelstahl-Scharnieren. liefern und montieren Fabriakt der Planung: Duravit D-Code @11 Textergänzungen des Bieters angebotenes Fabrikat/Typ: '.........'   (vom Bieter auszufüllen)",45700900A1
Kunststoff-Toilettensitz mit Edelstahlwelle + Deckel WC-H/WC-D," Kunststoff-Toilettensitz, weiß mit Deckel, mit Befestigung mit durchgehender Edelstahlwelle für vorstehend WC-H/WC-D - Personal",0067310000
" WC- Sitz, weiß, mit Absenkautomatik"," WC- Sitz, weiß, mit Absenkautomatik  Scharniere Kunststoff,  Fabrikat :  Duravit Art.-Nr.      0067390000  oder gleichwertig angeb. Fabrikat :'..............................'",0067390000
Tiefspülklosett," Tiefspülklosett aus Sanitärporzellan, ohne Spülrand Spülwasserbedarf 6 Liter, wandhängend, Wasserzulauf von hinten, Farbton weiß einschl. Befestigungssatz, WC-Anschlussgarnitur und Schallschutz-Set. Befestigung an Tragegerüst, einschl. WC-Sitz aus durchgefärbten Duroplast, Ausführung mit Brille und Deckel, mit Absenkautomatik, Scharniere aus Edelstahl, Farbton weiß. Einsatzbereich im Wohnungsbad Fabrikat: Duravit Typ: Serie D-Code liefern und montieren",0067390000
Tiefspül-WC Sanitärporzellan," TA TB Tiefspül-WC DIN EN 997, aus Sanitärporzellan, glasiert, hochglatt, Farbton weiß, abgerundet, wandhängend, Ausladung über 500 bis 600  mm, Befestigung an Installationselement, mit Schallschutz DIN 4109-1, Hersteller und Typ Geberit iCon, Art.Nr. 204000000 oder gleichwertig, vom Bieter einzutragen.",45700900A1
" Waschtisch für Menschen mit Behinderung Duravit, Starck 3 Vital  600 x 545 mm  ","  Waschtisch für Menschen mit Behinderung aus Sanitärkeramik, mit Überlauf aus Sanitärkeramik. Barrierefrei gemäß DIN 18040-1 und DIN 18040-2. Rechteckige Beckenform mit 35mm breitem Rand und tiefer liegender Hahnlochbank für Einlocharmatur Wandanschluss mit Aufkantung 35x40mm als Spritzschutz.  Fabrikat:  Duravit Modell:  Starck 3 Vital  Abmessungen: 600 x 545 x 160mm Farbe:       weiß  liefern und montieren",0309600000
" Urinal, Zulauf von hinten rimless, ohne Fliege, weiss"," Urinal aus Sanitärkeramik, 305x295x575mm Zulauf von hinten, rimless, Farbe: Weiss Ausführung: ohne Fliege, einschl. Befestigungsmaterial, Abdeckkappen, weiß",2809300000
"Tiefspülklosett aus Sanitärkeramik, wandhän-"," Tiefspülklosett aus Sanitärkeramik, wandhän- gend, für Wandeinbau-Spülkasten, spülrandlos, mit allen Dicht- und Befestigungsmaterialien. Ausschreibungsfabrikat:    Duravit Serie:           D-Code Best.-Nr.:       2200090000 Farbe: weiß Ausladung   54 cm einschl. WC-Sitz mit Deckel, Edelstahl-Scharniere mit Absenkautomatik Fabrikat:  Duravit Modell:  D-Code komplett liefern und montieren.",0067390000
 Wand-Tiefspülklosett," Wand-Tiefspülklosett, Fabrikat:Duravit Typ:D-Code Farbe:weiß",2535090000
Duschwanne Starck Slimline 1600x750x 60mm," Duravit Duschwanne Starck Slimline aus 4 mm Sanitäracryl, 1600x750x60mm Rechteck Bestellnummer: 720131000000001 Farbe: 00 Weiss Oberfläche: Antislip EAN: 4021534893025 Einschließlich: Montagesysteme nach Vorgabe des Herstellers, Duschwannen-Antidröhn-Set, Duschwannen-Schalldämmset, Wannen-Anschluss-Schalldämmband WAS 70, DICHTSET FLEX. Ablaufventil verchromt mit Siphon 1 1/4"" ",791369000000000
" wandhängende Tiefspülklosettanlage, Farbe weiß, Spülwassermenge 6 l, ohne Spülrand"," wandhängende Tiefspülklosettanlage, Farbe weiß, Spülwas sermenge 6 l, ohne Spülrand, einschl. WC-Sitz mit Decke l, Farbe weiß, Scharniere Edelstahl, einschl. Schallsch utzset einschl. aller erforderlichen Zubehörteile, Befe stigungs- und Dichtungsmaterialien, liefern und montier en  Fabrikat der Planung: Duravit Typ: Stark 3  oder gleichwertiger Art [TB11Fab: '...' ] [TB12Typ: '...' ]",45270900A1
 WT Behinderten-Waschbeckenanlage Starck 3," Behinderten-Waschbeckenanlage best. aus: 1  Waschbecken aus Kristall-Porzellan  Barrierefrei nach DIN 18024.2 und 18025.1+2  Kniefreiheit 670x300mm bei Montagehöhe 800mm. Rechteckige Beckenform mit 35mm breitem Rand und tiefer liegender Hahnlochbank für Einloch- optional Dreilocharmatur (bei Bestellung angeben).  Wandanschluss mit Aufkantung 35x40mm  als Spritzschutz. Innenbecken(BxT) 470x350mm.     mit Glasur, mit Hahnloch, mittig, mit Überlauf   Größe:   60 (600 x 545 mm)    Farbe:           weiß     wie Fabrikat:        Duravit     Typ:              vital Starck 3  oder gleichwertiger Art,  Hersteller:             ................  Typ:  ................  1 Siebventil DN 32, verchromt  liefern und betriebsfertig montieren",03096000001
 Duravit-Schallschutzset für Duschwannen aus Acryl," Schallschutz-Wannenanker, Schallschutz-Wannenfüße, Bitumenmatten, Wandprofil",791369000000000
"Waschtisch, aus Sanitärporzellan, 60cm"," Waschtisch nach DIN 1386, DIN-EN 32 aus Sanitärporzellan, runde Form ohne umlaufenden Rand, Hahnlochbank mit Hahnloch für Einlocharmatur Hahnloch Mitte offen; mit rundem Überlauf Breite:                                600 mm, Ausladung:    460 mm, Gesamthöhe  ca.170 mm einschl. Schallschutz-Set, Farbton: weiß. Befestigung 'an Vorwandelementen'. Befestigung:  Stockschrauben M 10 x 120 einschl. Schallschutz-Set, liefern und montieren: Fabrikat:                            Duravit Modell:                                Darling D-Code Waschtisch 2311600000",2311600000
